Issue Key,Summary,Reporter,Assignee,Status,Created,Updated,Fixed By,Description,Issue Type
BE-19465,S2 OD - Call 736010 - EAN starting with zero getting catalog error sdui stacking flow,Sarathkumar S L,venkata.narasaiah,Ready for testing,2025-04-04T16:31:15.776+0530,2025-04-24T12:24:44.017+0530,TrailBlazers,"# MyMCS: # Issue Reported Date: 4-Apr-2025 # Location: Pan India # Issue Reported by and Dep.: Croma # Issue severity: S3 # Issue type: BUG # Location Impacted: Pan India # Issue Reported: EAN starting with zero getting catalog error sdui stacking flow # L1 Analysis:     EAN starting with zero getting catalog error sdui stacking flow    Info : Scanned Code = 097855171733  ----  [INFO]   Log Time :2025-04-03T12:42:51.807Z Info : executeScanAction++, Previous -> isScanProgress -> true  ----  [INFO]   Log Time :2025-04-03T12:42:51.814Z Info : executeScanAction++, Updated -> isScanProgress -> false  ----  [INFO]   Log Time :2025-04-03T12:42:51.818Z Info : ACTION Status, current Id -> 1 , current Action Type -> REGULAR_SCAN_MATCH, SDUI Screen Slug ->multi-sku-stacking-scan-screen-static, Workflow = crate-stacking-sdui , Previous Screen Info = stacking-type-selection-screen_72176860  ----  [INFO]   Log Time :2025-04-03T12:42:51.825Z Info : Action Started , Id 1 , Type-> REGULAR_SCAN_MATCH , Screen Slug -> multi-sku-stacking-scan-screen-static  ----  [INFO]   Log Time :2025-04-03T12:42:51.832Z Info : ActionRegularScanMatch, Check Value Present key false  ----  [INFO]   Log Time :2025-04-03T12:42:51.839Z Info : Result Type SUCCESSFUL , actionType = REGULAR_SCAN_MATCH , ongoing ActionId : 1 logTimeStamp : 2025-04-03T12:42:51.834Z com.bigbasket.stackingapp.app.sdui.callback.UpdateUIExecutionResult  ----  [INFO]   Log Time :2025-04-03T12:42:51.844Z Info : Display msg in Ui updation result - re Render from Regular Scan Match  ----  [INFO]   Log Time :2025-04-03T12:42:51.848Z Info : Action Done , Id 1 , Type-> REGULAR_SCAN_MATCH , Screen Slug -> multi-sku-stacking-scan-screen-static , in 6188750 nanoSecs   ----  [INFO]   Log Time :2025-04-03T12:42:51.851Z Info : Time Taken: For populate data for screen multi-sku-stacking-scan-screen-static - 740260 ns  ----  [INFO]   Log Time :2025-04-03T12:42:51.865Z Info : ACTION Status, current Id -> 2 , current Action Type -> CREATE_JOB, SDUI Screen Slug ->multi-sku-stacking-scan-screen-static, Workflow = crate-stacking-sdui , Previous Screen Info = stacking-type-selection-screen_72176860  ----  [INFO]   Log Time :2025-04-03T12:42:51.870Z Info : Action Started , Id 2 , Type-> CREATE_JOB , Screen Slug -> multi-sku-stacking-scan-screen-static  ----  [INFO]   Log Time :2025-04-03T12:42:51.875Z Info : Result Type LOADING , actionType = CREATE_JOB , ongoing ActionId : 2 logTimeStamp : 2025-04-03T12:42:51.872Z com.bigbasket.stackingapp.app.sdui.callback.UpdateUIExecutionResult  ----  [INFO]   Log Time :2025-04-03T12:42:51.878Z Info : Display msg in Ui updation result - Wait Till Job gets Created   ----  [INFO]   Log Time :2025-04-03T12:42:51.889Z Info : createJob++  ----  [INFO]   Log Time :2025-04-03T12:42:51.900Z Info : URL -> [https://admin.bigbasket.com/hermes/admin/job-manager/v2/fc/1364/jobs/create|https://admin.bigbasket.com/hermes/admin/job-manager/v2/fc/1364/jobs/create]  Body -> {""""job_type"""":""""multi-sku-stacking-sdui"""",""""request_identifier"""":""""d598ce34734a42e2_20054831_2025-04-03T12:42:51.885Z"""",""""request_payload"""":{""""ean_code"""":97855171733,""""fc_id"""":1364,""""transferin_type"""":""""grn""""},""""[user_id"""":""""20054831"""",""""username"""":""""akshay.bharate@bigbasket.com|mailto:user_id%22:%2220054831%22,%22username%22:%22akshay.bharate@bigbasket.com]""""}   ----  [INFO]   Log Time :2025-04-03T12:42:51.905Z Info : Request Key -> 42fadc6b701b882ef17fb6d03c5cf63e  -------------------------------------------------------------API Log: POST [https://admin.bigbasket.com/hermes/admin/job-manager/v2/fc/1364/jobs/create|https://admin.bigbasket.com/hermes/admin/job-manager/v2/fc/1364/jobs/create] http/1.1 API Latency: 136 ms Status: FAILURE Request Headers -> X-Resource-Type: jobtype:multi-sku-stacking-sdui X-Caller: IQ-APP X-TimeStamp: 2025-04-03T12:42:51.906Z X-ACCESSTOKEN: eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjaGFmZiI6InVPREtXNHhyNDZPMTBnIiwidGltZSI6IjE3NDM2NjQzNDgiLCJ1aWQiOjIwMDU0ODMxLCJleHBpcnkiOiIxNzQzNzA3NTQ4In0.gO6cEvwkqSWLNjJ4iEYcaJHC_pfFoQNMXIFIOzK7K5s X-Tracker: 88daba3e-0d7b-442c-a944-580fff0676e9 X-Device: 3.0.22_d598ce34734a42e2 X-Request-Identifier: d598ce34734a42e2_20054831_2025-04-03T12:42:51.906Z Cookie: 1.BBADMINAUTHTOKEN=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjaGFmZiI6InVPREtXNHhyNDZPMTBnIiwidGltZSI6IjE3NDM2NjQzNDgiLCJ1aWQiOjIwMDU0ODMxLCJleHBpcnkiOiIxNzQzNzA3NTQ4In0.gO6cEvwkqSWLNjJ4iEYcaJHC_pfFoQNMXIFIOzK7K5s X-Tenant-Id: 1 Request Body: {""""job_type"""":""""multi-sku-stacking-sdui"""",""""request_identifier"""":""""d598ce34734a42e2_20054831_2025-04-03T12:42:51.885Z"""",""""request_payload"""":{""""ean_code"""":97855171733,""""fc_id"""":1364,""""transferin_type"""":""""grn""""},""""[user_id"""":""""20054831"""",""""username"""":""""akshay.bharate@bigbasket.com|mailto:user_id%22:%2220054831%22,%22username%22:%22akshay.bharate@bigbasket.com]""""} Response Code: 500 Response Message: Response Headers -> content-type: application/json content-length: 182 content-security-policy: date: Thu, 03 Apr 2025 07:12:50 GMT Response Body: {""""errors"""":[{""""code"""":50003,""""code_str"""":""""PL50003"""",""""display_msg"""":""""Failed to fetch info from catalog"""",""""type"""":""""Downstream error"""",""""msg"""":""""got failed response from API with 406 status code""""}]}  Path - 10. Screenshots and link: Attaching the relevant details 11. Business impact: NA 12. Issue Type: New 13. Remarks: NA 14. Created by: Sarathkumar",Bug
BE-19458,Able to get orders in RCC which are delivered in ledger flow,Ashwath Kumar,Ashwath Kumar,Accepted,2025-04-04T15:32:34.855+0530,2025-04-21T16:58:08.525+0530,Falcons,"Linked order is delivered as COD from DAPP.  X-Project : cee-ledger  Expected : Orders should not be visible in RCC  Actual: Able to see the orders in RCC page  !image-20250404-095734.png|width=1860,height=394,alt=""""image-20250404-095734.png""""!",Transient Bug
BE-19456,eta service is failing in qa,Kavyashree Chiniwalar,Kavyashree Chiniwalar,Accepted,2025-04-04T15:28:30.210+0530,2025-04-23T12:14:42.957+0530,Morphous,[https://app.groundcover.com/logs?start=&end=&duration=Last+3+hours&tenantUUID=05d3148d-c82e-4956-9daa-6037066b88e9&src_cluster=qa-eks-msvcs-2&src_env=&backendId=us-east-1&sortBy=timestamp&order=desc&selectedLogId=&selectedLogTimestamp=&fullVisibility=false&query=&filter_g_level=%3A%22Error%22&filter_g_namespace=%3A%22hubops-qa%22&filter_g_request_id=%3A%22bd3a50ba-0cbb-4361-a093-1aa5cdb9f00b%22&logsMode=records|https://app.groundcover.com/logs?start=&end=&duration=Last+3+hours&tenantUUID=05d3148d-c82e-4956-9daa-6037066b88e9&src_cluster=qa-eks-msvcs-2&src_env=&backendId=us-east-1&sortBy=timestamp&order=desc&selectedLogId=&selectedLogTimestamp=&fullVisibility=false&query=&filter_g_level=%3A%22Error%22&filter_g_namespace=%3A%22hubops-qa%22&filter_g_request_id=%3A%22bd3a50ba-0cbb-4361-a093-1aa5cdb9f00b%22&logsMode=records|smart-link] eta service is giving error in qa for n:1 route provider,Transient Bug
BE-19455,Visibility Issue IBBN locations,Sarathkumar S L,Sarathkumar S L,Admin Config Change,2025-04-04T15:14:37.957+0530,2025-04-14T09:44:10.346+0530,Supernovas,"# MyMCS: # Issue Reported Date: 4-Apr-2025 # Location: Pan India # Issue Reported by and Dep.:Process # Issue severity: S3 # Issue type: BUG # Location Impacted: Pan India # Issue Reported: Visibility Issue IBBN locations # L1 Analysis:     Visibility Issue IBBN locations        [https://admin.bigbasket.com/catalog-admin/index.htm#/sku_validation?filter=%7B%22sa_id%22%3A17330%[…]7D&order=DESC&page=1&perPage=10&sort=updated_on|https://admin.bigbasket.com/catalog-admin/index.htm#/sku_validation?filter=%7B%22sa_id%22%3A17330%2C%22ec_id%22%3A10%2C%22sku_id%22%3A40295212%7D&order=DESC&page=1&perPage=10&sort=updated_on]    [https://admin.bigbasket.com/catalog-admin/index.htm#/sku_validation?filter=%7B%22sa_id%22%3A17330%[…]7D&order=DESC&page=1&perPage=10&sort=updated_on|https://admin.bigbasket.com/catalog-admin/index.htm#/sku_validation?filter=%7B%22sa_id%22%3A17330%2C%22ec_id%22%3A10%2C%22sku_id%22%3A40295211%7D&order=DESC&page=1&perPage=10&sort=updated_on]  [https://admin.bigbasket.com/catalog-admin/index.htm#/sku_validation?filter=%7B%22sa_id%22%3A15760%[…]7D&order=DESC&page=1&perPage=10&sort=updated_on|https://admin.bigbasket.com/catalog-admin/index.htm#/sku_validation?filter=%7B%22sa_id%22%3A15760%2C%22ec_id%22%3A10%2C%22sku_id%22%3A40297675%7D&order=DESC&page=1&perPage=10&sort=updated_on]    [https://admin.bigbasket.com/catalog-admin/index.htm#/sku_validation?filter=%7B%22sa_id%22%3A15760%[…]7D&order=DESC&page=1&perPage=10&sort=updated_on|https://admin.bigbasket.com/catalog-admin/index.htm#/sku_validation?filter=%7B%22sa_id%22%3A15760%2C%22ec_id%22%3A10%2C%22sku_id%22%3A40194660%7D&order=DESC&page=1&perPage=10&sort=updated_on]    [https://admin.bigbasket.com/catalog-admin/index.htm#/sku_validation?filter=%7B%22sa_id%22%3A15829%[…]7D&order=DESC&page=1&perPage=10&sort=updated_on|https://admin.bigbasket.com/catalog-admin/index.htm#/sku_validation?filter=%7B%22sa_id%22%3A15829%2C%22ec_id%22%3A10%2C%22sku_id%22%3A40230525%7D&order=DESC&page=1&perPage=10&sort=updated_on]  DS-BNBLR-Byrathi DS-BNBLR-ChandraLayo DS-BNBLR-Chellikere DS-BNBLR-Chikkasandr DS-BNBLR-Dasarahalli DS-BNBLR-Frazer Town DS-BNBLR-HRBR DS-BNBLR-Hulimavu V2 DS-BNBLR-JP Nagar 8t DS-BNBLR-Malleshwara DS-BNBLR-Mylasandra DS-BNBLR-NS Palya DS-BNBLR-RichmondTow DS-BNBLR-Singapura DS-BNBLR-Talaghattap DS-BNBLR-V2 Tanisand DS-BNBLR-V2 Yeshwant DS-BNBLR-Vidyaranyap DS-BNBLR-Yelahanka DS-IBBLR-Bagalur DS-IBBLR-BG DLF DS-IBBLR-Gokulam DS-IBBLR-HM World ci DS-IBBLR-Ittemadu DS-IBBLR-Jakkur DS-IBBLR-Jayanagar DS-IBBLR-Kodigehalli DS-IBBLR-Manipal cou DS-IBBLR-Manoramapal DS-IBBLR-MS Ramaiah DS-IBBLR-Nagenhalli DS-IBBLR-Peenya PH-3 DS-IBBLR-Platinum ci DS-IBBLR-RNSIT DS-IBBLR-Shirke DS-IBBLR-Tavarekere DS-IBBLR-Ullala DS-IBBLR-Yelahanka N  !image (16).png|width=1791,height=910,alt=""""image (16).png""""!    Path - 10. Screenshots and link: Attaching the relevant details 11. Business impact: NA 12. Issue Type: New 13. Remarks: NA 14. Created by: Sarathkumar",Bug
BE-19453,Call 734750 - Unable to Take CEE Return in IQ-App,Shreenivas Ramling Alte,Shreenivas Ramling Alte,Duplicate Issue,2025-04-04T15:03:53.079+0530,2025-04-08T13:08:14.787+0530,TrailBlazers,1.MyMCS: *734750*          2.Issue Reported Date: 4^th^ April 2025  3.Location: Location : BBNow BLR-Jayanagar               4.Issue Reported by and Dep.: Operation  5.Issue severity: S3  6.Issue type: BUG  7.Location Impacted: Location : BBNow BLR-Jayanagar  8.Issue Reported: *Unable to Take CEE Return in IQ-App*  9.L1 Analysis:   Unable to Take CEE Return in IQ-App  CEE Wrong Qty updated in Delivery app but unable to Take return in IQ APP its Showing in 0 Qty kindly Check & resolve this issue  In CEE returns unable to clear 0 QOH.  Device log:- cd223c5390214bda  Attaching the video and error reference  10.Screenshots and link: [https://drive.google.com/drive/folders/1X6dcvChpUo0QJ-es5B0t37C4j8z7Hgs3?usp=sharing|https://drive.google.com/drive/folders/1X6dcvChpUo0QJ-es5B0t37C4j8z7Hgs3?usp=sharing|smart-link]   11.Issue Type: New  12.Remarks: NA  13.Created by: Shreenivas Alte                                  14.Contact : - 9762883483,Bug
BE-19449,Call 738359 - Urgent: Issue in Generating Gate Pass ( TCPL ),Radha Chandrashekar,Radha Chandrashekar,System Config Change,2025-04-04T13:57:24.306+0530,2025-04-04T23:29:18.595+0530,Uplifters,"# MyMCS:738359                                                                                                       # Issue Reported Date:4th April 2025 # Issue Reported by: FAAS # Issue type: BUG # Location Impacted:Pan india # Issue severity:S3  We are unable to generated gate pass in TCPL iq app So please check and do the needful. 9205047393 DL-01-LY-5897  # Screenshots and link: Attaching the relevant details  # Business impact: NA # Issue Type: Repeated # Remarks: NA # Created by: Radha  [^app_log (1).gz]  !IMG_7923.jpeg|width=3024,height=4032,alt=""""IMG_7923.jpeg""""!",Bug
BE-19448,Getting 404 for api /hubops/internal/v1/roster/271/admin,Rahul Kumar Singh,Rahul Kumar Singh,Accepted,2025-04-04T12:46:16.234+0530,2025-04-15T11:09:35.405+0530,Falcons,"Getting 404 for the api /hubops/internal/v1/roster/271/admin, if there is no data then it should send as empty array but not the 404. please check this. x-tracker : 3fa0b00e-7bb8-4bb3-a663-34b3e0398180",Transient Bug
BE-19444,[Realtime Earning] App Data is not loading due to invalid service time format. ,vikas.yadav,Ambarish Kolte,Accepted,2025-04-04T12:20:57.516+0530,2025-04-04T14:11:48.562+0530,Morphous,"→ currently the service is time is being as decimal from morphous payout api.   {noformat}""""total_earning"""": 105.0,             """"total_service_time"""": 1.0038888888888888,             """"distance"""": 42259.0,{noformat}  this is creating issue and crashing the app throwing “something went wrong” error.     Expected : this value would be send as int and subsequently passed to app to showcase relavant info.",Transient Bug
BE-19439,Call 738692 - Store Weekly Payout Issue,Hemanth Kumar P,Hemanth Kumar P,Deployed to Prod,2025-04-04T12:10:39.781+0530,2025-04-07T17:53:02.860+0530,Morphous,# MyMCS: 738692  # Issue Reported Date: 04-April-2025 # Location: Pan India # Issue Reported by and Dep.:IOT # Issue severity: S2 # Issue type: BUG # Location Impacted: Pan India  Remarks:     Issue: Store Weekly Payout data not reflecting  Issue Description: Under Store weekly payout CEE Missing rate card info and the CEE payout data is showing the following error. This is PAN india issue. Please resolve this issue as early as possible.  Error: There was a problem displaying this chart.  Please remove the following tables from the store weekly payout  # TPL Vendor - Missing Details - No use # Rate Cards Missing Some Weeks - If working please keep it # CEE Employment Category Changes - Not working # Arrears - CEE Level - Without Payout - Not working # Deductions - CEE Level - Without Payout - Not working  Please add the following report:  # Ageing Arrears,Bug
BE-19438,B2B Reassignment Flow active jobs overview api is failing ,Tulasi Kumar,venkata.narasaiah,Ready for testing,2025-04-04T11:45:14.080+0530,2025-04-23T10:59:20.725+0530,TrailBlazers,"B2B Reassignment Flow active jobs overview api is failing and giving the error below attached log  [https://qas12.bigbasket.com/warehousecomposition/admin/v1/fcs/1298/activejobs/overview?type=picking&status=assigned&timestamp_sorting=ASC&page_limit=20&last_job_id=0|https://qas12.bigbasket.com/warehousecomposition/admin/v1/fcs/1298/activejobs/overview?type=picking&status=assigned&timestamp_sorting=ASC&page_limit=20&last_job_id=0] Method: GET Protocol: h2 Status: Complete Response: 500 SSL: YesRequest time: Fri Apr 04 11:39:35 GMT+05:30 2025 Response time: Fri Apr 04 11:39:36 GMT+05:30 2025 Duration: 539 msRequest size: 0 B Response size: 205 B Total size: 205 B---------- Request ----------X-Caller: IQ-APP X-TimeStamp: 2025-04-04T11:39:35.541Z X-ACCESSTOKEN: eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjaGFmZiI6InVadE41ZkNLY1NORHh3IiwidGltZSI6IjE3NDM3NDY5NDciLCJ1aWQiOjIwMDM0NzQ4fQ.dAG23IR_4fED8Jfx6cdlByoTIH_UPJSf6rLZNwMEYBo X-Tracker: 40e1495f-6ad5-4ba9-ab5f-aef4d503b88c X-Device: 3.1.17.QA3_44c8696e56945b00 X-Request-Identifier: 44c8696e56945b00_20034748_2025-04-04T11:39:35.540Z Cookie: 1.BBADMINAUTHTOKEN=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjaGFmZiI6InVadE41ZkNLY1NORHh3IiwidGltZSI6IjE3NDM3NDY5NDciLCJ1aWQiOjIwMDM0NzQ4fQ.dAG23IR_4fED8Jfx6cdlByoTIH_UPJSf6rLZNwMEYBo X-Tenant-Id: 1 X-Project: picker(body is empty)---------- Response ----------date: Fri, 04 Apr 2025 06:09:34 GMT content-type: application/json content-length: 205 content-security-policy: content-security-policy: default-src 'self'; script-src 'self'; style-src 'self' referrer-policy: no-referrer server: nginx set-cookie: csurftoken=uNVu1w.1743746973736.Oq3QkCS/mMW4i/6Zy6LpfRifDdt++n1I4Mq0LtF2Gu0=; Max-Age=1800; Expires=Fri, 04 Apr 2025 06:39:34 GMT; Path=/; Domain=.[bigbasket.com|http://bigbasket.com/]; Secure set-cookie: tenant-id=1; Max-Age=31536000; Expires=Sat, 04 Apr 2026 06:09:34 GMT; Path=/; Domain=.[bigbasket.com|http://bigbasket.com/]; Secure strict-transport-security: max-age=31536000; includeSubDomains x-content-type-options: nosniff x-frame-options: DENY{   """"errors"""": [     {       """"code"""": 500,       """"code_str"""": """"WCS500"""",       """"display_msg"""": """"OOps! something went wrong, please try again later"""",       """"type"""": """"Warehouse composition error"""",       """"msg"""": """"Invalid Input Params,Please check and try again""""     }   ] }",Transient Bug
